GEOID_2,Block Level LSLR,Breaks Leaks,CIP Sewer and Water Main,Daycare,Equity,Homeowner Initiated,max,maxes
17031380100,0.0,4.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031380200,0.0,3.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031380600,0.0,4.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031381200,0.0,5.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031381400,0.0,3.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031381800,0.0,4.0,0.0,1.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031381900,0.0,3.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031390100,0.0,0.0,0.0,0.0,1.0,0.0,Equity,['Equity']
17031390200,0.0,2.0,0.0,0.0,0.0,2.0,Breaks Leaks,"['Breaks Leaks', 'Homeowner Initiated']"
17031390400,0.0,8.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031390500,0.0,4.0,0.0,0.0,0.0,5.0,Homeowner Initiated,['Homeowner Initiated']
17031390600,0.0,4.0,0.0,0.0,1.0,5.0,Homeowner Initiated,['Homeowner Initiated']
17031400300,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031400400,0.0,3.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031400500,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031400800,0.0,2.0,3.0,0.0,0.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031410100,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031410200,0.0,3.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031410500,0.0,4.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031410600,0.0,6.0,0.0,0.0,0.0,3.0,Breaks Leaks,['Breaks Leaks']
17031410700,0.0,3.0,0.0,1.0,0.0,4.0,Homeowner Initiated,['Homeowner Initiated']
17031410800,0.0,2.0,0.0,0.0,1.0,2.0,Breaks Leaks,"['Breaks Leaks', 'Homeowner Initiated']"
17031410900,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031411000,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031411100,0.0,3.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031411200,0.0,2.0,0.0,0.0,0.0,4.0,Homeowner Initiated,['Homeowner Initiated']
17031420200,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031420300,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031420400,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031420500,0.0,3.0,11.0,1.0,1.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031420600,0.0,6.0,0.0,0.0,3.0,4.0,Breaks Leaks,['Breaks Leaks']
17031420700,11.0,26.0,0.0,4.0,8.0,4.0,Breaks Leaks,['Breaks Leaks']
17031420800,0.0,4.0,0.0,0.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031421200,0.0,10.0,0.0,1.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031430101,0.0,7.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031430102,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031430200,0.0,17.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031430300,0.0,3.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031430400,0.0,13.0,0.0,1.0,5.0,1.0,Breaks Leaks,['Breaks Leaks']
17031430500,0.0,9.0,0.0,1.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031430600,0.0,9.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031430700,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031430800,0.0,5.0,0.0,1.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031430900,0.0,6.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031431200,0.0,23.0,7.0,0.0,8.0,0.0,Breaks Leaks,['Breaks Leaks']
17031431301,0.0,16.0,0.0,1.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031431302,0.0,9.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031431400,0.0,11.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031440101,0.0,8.0,6.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031440102,0.0,7.0,2.0,1.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031440201,0.0,12.0,0.0,1.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031440202,0.0,17.0,0.0,3.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031440300,0.0,17.0,0.0,5.0,13.0,0.0,Breaks Leaks,['Breaks Leaks']
17031440600,0.0,25.0,6.0,6.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031440700,0.0,12.0,0.0,2.0,4.0,1.0,Breaks Leaks,['Breaks Leaks']
17031440800,0.0,1.0,0.0,2.0,1.0,0.0,Daycare,['Daycare']
17031440900,0.0,18.0,0.0,3.0,9.0,0.0,Breaks Leaks,['Breaks Leaks']
17031450300,36.0,17.0,0.0,4.0,10.0,0.0,Block Level LSLR,['Block Level LSLR']
17031460100,0.0,21.0,0.0,0.0,8.0,1.0,Breaks Leaks,['Breaks Leaks']
17031460200,0.0,8.0,71.0,0.0,2.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031460301,0.0,14.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031460302,0.0,17.0,0.0,4.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031460400,0.0,17.0,0.0,0.0,8.0,0.0,Breaks Leaks,['Breaks Leaks']
17031460500,80.0,26.0,0.0,7.0,16.0,1.0,Block Level LSLR,['Block Level LSLR']
17031460800,0.0,16.0,0.0,1.0,1.0,3.0,Breaks Leaks,['Breaks Leaks']
17031461000,0.0,6.0,0.0,2.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031470100,0.0,12.0,0.0,1.0,6.0,1.0,Breaks Leaks,['Breaks Leaks']
17031480100,0.0,6.0,0.0,2.0,8.0,0.0,Equity,['Equity']
17031480200,0.0,5.0,0.0,0.0,5.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031480300,0.0,6.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031480400,0.0,38.0,0.0,2.0,18.0,0.0,Breaks Leaks,['Breaks Leaks']
17031480500,0.0,14.0,2.0,1.0,15.0,0.0,Equity,['Equity']
17031490200,0.0,26.0,0.0,2.0,10.0,0.0,Breaks Leaks,['Breaks Leaks']
17031490500,0.0,14.0,0.0,2.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031490600,0.0,8.0,0.0,0.0,6.0,1.0,Breaks Leaks,['Breaks Leaks']
17031490700,0.0,26.0,0.0,1.0,19.0,2.0,Breaks Leaks,['Breaks Leaks']
17031490800,0.0,21.0,0.0,3.0,17.0,1.0,Breaks Leaks,['Breaks Leaks']
17031490901,0.0,18.0,0.0,2.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031490902,0.0,35.0,0.0,1.0,13.0,0.0,Breaks Leaks,['Breaks Leaks']
17031491000,0.0,32.0,0.0,3.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031491100,0.0,21.0,8.0,0.0,21.0,1.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031491200,0.0,16.0,0.0,2.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031491300,19.0,21.0,0.0,1.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031491400,0.0,9.0,0.0,4.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031500100,0.0,18.0,0.0,2.0,13.0,0.0,Breaks Leaks,['Breaks Leaks']
17031500200,0.0,16.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031500300,0.0,12.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031510100,0.0,11.0,0.0,0.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031510200,0.0,11.0,0.0,0.0,10.0,0.0,Breaks Leaks,['Breaks Leaks']
17031510300,0.0,27.0,46.0,2.0,30.0,1.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031520100,0.0,5.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031520200,0.0,15.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031520300,0.0,17.0,0.0,1.0,9.0,0.0,Breaks Leaks,['Breaks Leaks']
17031520400,0.0,15.0,0.0,1.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031520500,0.0,19.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031520600,0.0,12.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031530100,0.0,11.0,0.0,2.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031530200,0.0,26.0,0.0,2.0,8.0,0.0,Breaks Leaks,['Breaks Leaks']
17031530300,0.0,16.0,0.0,3.0,21.0,0.0,Equity,['Equity']
17031530400,0.0,4.0,0.0,3.0,10.0,0.0,Equity,['Equity']
17031530501,0.0,21.0,0.0,6.0,22.0,0.0,Equity,['Equity']
17031530502,0.0,7.0,0.0,2.0,12.0,0.0,Equity,['Equity']
17031530503,0.0,25.0,0.0,5.0,28.0,1.0,Equity,['Equity']
17031530600,0.0,15.0,0.0,1.0,14.0,1.0,Breaks Leaks,['Breaks Leaks']
17031540101,0.0,5.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031540102,0.0,1.0,0.0,0.0,3.0,0.0,Equity,['Equity']
17031550100,0.0,34.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031550200,0.0,8.0,0.0,0.0,11.0,0.0,Equity,['Equity']
17031560100,0.0,1.0,0.0,0.0,1.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031560200,34.0,10.0,0.0,0.0,6.0,0.0,Block Level LSLR,['Block Level LSLR']
17031560300,67.0,15.0,0.0,0.0,4.0,0.0,Block Level LSLR,['Block Level LSLR']
17031560400,0.0,8.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031560700,0.0,18.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031560800,0.0,40.0,0.0,0.0,10.0,0.0,Breaks Leaks,['Breaks Leaks']
17031560900,0.0,42.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031561000,0.0,47.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031561100,0.0,45.0,0.0,0.0,8.0,1.0,Breaks Leaks,['Breaks Leaks']
17031570100,0.0,12.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031570200,0.0,8.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031570300,0.0,17.0,0.0,1.0,10.0,0.0,Breaks Leaks,['Breaks Leaks']
17031570400,0.0,12.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031570500,0.0,9.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031580100,0.0,11.0,15.0,1.0,3.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031580200,0.0,10.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031580300,0.0,10.0,0.0,0.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031580400,0.0,12.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031580501,0.0,27.0,0.0,0.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031580502,0.0,20.0,0.0,0.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031580600,0.0,16.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031580700,0.0,21.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031580800,0.0,8.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031590500,0.0,10.0,0.0,0.0,5.0,2.0,Breaks Leaks,['Breaks Leaks']
17031590600,0.0,14.0,0.0,0.0,4.0,1.0,Breaks Leaks,['Breaks Leaks']
17031590700,0.0,10.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031600400,61.0,12.0,0.0,0.0,4.0,1.0,Block Level LSLR,['Block Level LSLR']
17031600600,0.0,17.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031600700,0.0,9.0,0.0,0.0,1.0,2.0,Breaks Leaks,['Breaks Leaks']
17031600900,0.0,8.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031610300,0.0,19.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031610400,0.0,3.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031610800,0.0,5.0,0.0,0.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031611200,0.0,14.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031611300,0.0,6.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031611400,0.0,5.0,0.0,0.0,5.0,1.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031611500,0.0,6.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031611600,0.0,10.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031611700,0.0,4.0,0.0,1.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031611800,0.0,11.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031611900,0.0,15.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031612000,0.0,14.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031612100,0.0,5.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031612200,0.0,15.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031620100,0.0,18.0,0.0,0.0,6.0,2.0,Breaks Leaks,['Breaks Leaks']
17031620200,0.0,13.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031620300,0.0,28.0,0.0,2.0,8.0,1.0,Breaks Leaks,['Breaks Leaks']
17031620400,0.0,34.0,0.0,0.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031630300,0.0,21.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031630400,0.0,29.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031630500,0.0,12.0,7.0,4.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031630600,0.0,13.0,0.0,0.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031630800,0.0,29.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031630900,0.0,30.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031640100,0.0,7.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031640300,0.0,40.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031640400,0.0,20.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031640500,0.0,18.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031640600,0.0,11.0,0.0,0.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031640700,0.0,13.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031640800,0.0,10.0,0.0,1.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031650100,0.0,20.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031650200,0.0,34.0,0.0,1.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031650301,0.0,27.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031650302,0.0,23.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031650400,0.0,23.0,0.0,0.0,8.0,0.0,Breaks Leaks,['Breaks Leaks']
17031650500,0.0,15.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031660301,0.0,7.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031660302,0.0,17.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031660400,0.0,28.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031660500,0.0,16.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031660600,0.0,34.0,0.0,0.0,6.0,2.0,Breaks Leaks,['Breaks Leaks']
17031660700,0.0,18.0,1.0,1.0,4.0,1.0,Breaks Leaks,['Breaks Leaks']
17031660800,0.0,32.0,0.0,1.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031660900,0.0,25.0,0.0,1.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031661000,0.0,31.0,0.0,1.0,14.0,0.0,Breaks Leaks,['Breaks Leaks']
17031661100,0.0,38.0,0.0,1.0,11.0,0.0,Breaks Leaks,['Breaks Leaks']
17031670100,0.0,10.0,0.0,2.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031670200,0.0,9.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031670300,0.0,8.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031670400,0.0,16.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031670500,0.0,8.0,0.0,1.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031670600,0.0,6.0,0.0,0.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031670700,0.0,7.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031670800,0.0,13.0,1.0,1.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031670900,0.0,9.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031671100,0.0,4.0,0.0,2.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031671200,31.0,9.0,0.0,0.0,1.0,0.0,Block Level LSLR,['Block Level LSLR']
17031671300,0.0,19.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031671400,0.0,16.0,0.0,0.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031671500,0.0,25.0,0.0,6.0,4.0,2.0,Breaks Leaks,['Breaks Leaks']
17031671600,0.0,13.0,0.0,1.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031671800,0.0,13.0,0.0,2.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031671900,0.0,11.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031672000,0.0,14.0,0.0,5.0,12.0,0.0,Breaks Leaks,['Breaks Leaks']
17031680500,0.0,9.0,39.0,0.0,5.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031680600,0.0,11.0,1.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031680900,0.0,10.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031681000,0.0,15.0,0.0,2.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031681100,0.0,18.0,0.0,2.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031681200,0.0,14.0,0.0,1.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031681300,0.0,8.0,0.0,2.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031681400,0.0,30.0,0.0,2.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031690300,0.0,4.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031690400,0.0,11.0,0.0,1.0,8.0,0.0,Breaks Leaks,['Breaks Leaks']
17031690500,28.0,3.0,0.0,0.0,2.0,0.0,Block Level LSLR,['Block Level LSLR']
17031690900,0.0,27.0,0.0,2.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031691000,0.0,17.0,0.0,3.0,6.0,1.0,Breaks Leaks,['Breaks Leaks']
17031691100,0.0,13.0,0.0,1.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031691200,0.0,8.0,0.0,0.0,7.0,1.0,Breaks Leaks,['Breaks Leaks']
17031691300,0.0,13.0,0.0,1.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031691400,0.0,25.0,0.0,2.0,11.0,1.0,Breaks Leaks,['Breaks Leaks']
17031691500,0.0,11.0,0.0,1.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031700100,0.0,13.0,0.0,3.0,10.0,0.0,Breaks Leaks,['Breaks Leaks']
17031700200,0.0,25.0,0.0,0.0,10.0,0.0,Breaks Leaks,['Breaks Leaks']
17031700301,0.0,20.0,0.0,0.0,8.0,0.0,Breaks Leaks,['Breaks Leaks']
17031700302,0.0,30.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031700401,0.0,34.0,1.0,1.0,14.0,0.0,Breaks Leaks,['Breaks Leaks']
17031700402,0.0,23.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031700501,0.0,39.0,0.0,8.0,11.0,0.0,Breaks Leaks,['Breaks Leaks']
17031700502,0.0,7.0,0.0,2.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031710100,0.0,11.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031710200,0.0,19.0,0.0,1.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031710300,0.0,8.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031710400,16.0,35.0,0.0,3.0,14.0,0.0,Breaks Leaks,['Breaks Leaks']
17031710500,0.0,12.0,0.0,2.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031710600,0.0,6.0,0.0,2.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031710700,0.0,18.0,0.0,3.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031710800,0.0,28.0,128.0,3.0,3.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031710900,0.0,10.0,0.0,2.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031711000,0.0,16.0,0.0,0.0,7.0,2.0,Breaks Leaks,['Breaks Leaks']
17031711100,0.0,20.0,0.0,2.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031711200,0.0,23.0,134.0,6.0,11.0,1.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031711300,0.0,11.0,0.0,1.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031711400,0.0,16.0,0.0,3.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031711500,0.0,13.0,11.0,1.0,6.0,1.0,Breaks Leaks,['Breaks Leaks']
17031720100,0.0,22.0,0.0,0.0,4.0,1.0,Breaks Leaks,['Breaks Leaks']
17031720200,0.0,35.0,0.0,3.0,4.0,1.0,Breaks Leaks,['Breaks Leaks']
17031720300,0.0,22.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031720400,0.0,16.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031720500,0.0,21.0,1.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031720600,0.0,10.0,0.0,1.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031720700,0.0,13.0,0.0,0.0,5.0,1.0,Breaks Leaks,['Breaks Leaks']
17031730100,0.0,13.0,0.0,1.0,12.0,0.0,Breaks Leaks,['Breaks Leaks']
17031730201,0.0,30.0,0.0,1.0,8.0,0.0,Breaks Leaks,['Breaks Leaks']
17031730202,0.0,21.0,0.0,0.0,14.0,0.0,Breaks Leaks,['Breaks Leaks']
17031730300,0.0,4.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031730400,0.0,24.0,0.0,2.0,5.0,1.0,Breaks Leaks,['Breaks Leaks']
17031730500,0.0,38.0,0.0,3.0,23.0,0.0,Breaks Leaks,['Breaks Leaks']
17031730600,0.0,30.0,0.0,1.0,9.0,1.0,Breaks Leaks,['Breaks Leaks']
17031730700,0.0,13.0,0.0,1.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031740100,0.0,22.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031740200,0.0,10.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031740300,0.0,23.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031740400,0.0,22.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031750100,0.0,16.0,0.0,2.0,8.0,0.0,Breaks Leaks,['Breaks Leaks']
17031750200,0.0,29.0,24.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031750300,0.0,19.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031750400,0.0,21.0,0.0,1.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031750500,0.0,24.0,40.0,2.0,18.0,2.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031750600,0.0,21.0,59.0,3.0,8.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031760801,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031760802,0.0,1.0,0.0,0.0,1.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031760803,0.0,5.0,0.0,0.0,5.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031810400,0.0,1.0,0.0,0.0,1.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031830500,0.0,23.0,52.0,1.0,3.0,1.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031830600,0.0,4.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031830700,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031830800,0.0,6.0,2.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031830900,0.0,9.0,0.0,0.0,1.0,4.0,Breaks Leaks,['Breaks Leaks']
17031831000,0.0,3.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031831100,0.0,30.0,0.0,0.0,4.0,8.0,Breaks Leaks,['Breaks Leaks']
17031831200,0.0,11.0,0.0,0.0,5.0,2.0,Breaks Leaks,['Breaks Leaks']
17031831300,0.0,6.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
