,id,address,city,state,zipcode,geocoded_address,is_match,is_exact,returned_address,coordinates,tiger_line,side,state_fips,county_fips,tract,block,longitude,latitude
10,15,7426 S LOWE AVE,Chicago,IL,,"7426 S LOWE AVE, Chicago, IL, nan",Match,Non_Exact,"7426 S LOWE AVE, CHICAGO, IL, 60621","-87.640687437217,41.759538803622",111831305,R,17,031,681300,1007,-87.640687437217,41.759538803622
11,17,4835 N KARLOV AVE,Chicago,IL,,"4835 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"4835 N KARLOV AVE, CHICAGO, IL, 60630","-87.73044091327,41.96899968548",605169938,R,17,031,140400,1012,-87.73044091327,41.96899968548
12,20,4835 N KARLOV AVE,Chicago,IL,,"4835 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"4835 N KARLOV AVE, CHICAGO, IL, 60630","-87.73044091327,41.96899968548",605169938,R,17,031,140400,1012,-87.73044091327,41.96899968548
13,21,456 W 33RD ST,Chicago,IL,,"456 W 33RD ST, Chicago, IL, nan",Match,Non_Exact,"456 W 33RD ST, CHICAGO, IL, 60616","-87.638004053994,41.834567199699",605495485,R,17,031,840000,1015,-87.638004053994,41.834567199699
14,22,7426 S LOWE AVE,Chicago,IL,,"7426 S LOWE AVE, Chicago, IL, nan",Match,Non_Exact,"7426 S LOWE AVE, CHICAGO, IL, 60621","-87.640687437217,41.759538803622",111831305,R,17,031,681300,1007,-87.640687437217,41.759538803622
15,23,11442 S VINCENNES AVE,Chicago,IL,,"11442 S VINCENNES AVE, Chicago, IL, nan",Match,Non_Exact,"11442 S VINCENNES AVE, CHICAGO, IL, 60643","-87.667146351028,41.685858390698",111823642,R,17,031,750500,3037,-87.667146351028,41.685858390698
16,24,7010 N OZARK AVE,Chicago,IL,,"7010 N OZARK AVE, Chicago, IL, nan",Match,Non_Exact,"7010 N OZARK AVE, CHICAGO, IL, 60631","-87.820123448072,42.007985411654",605263880,L,17,031,090200,4011,-87.820123448072,42.007985411654
17,25,7222 S LAFAYETTE AVE,Chicago,IL,,"7222 S LAFAYETTE AVE, Chicago, IL, nan",Match,Non_Exact,"7222 S LAFAYETTE AVE, CHICAGO, IL, 60621","-87.626589434925,41.763223622263",111832301,R,17,031,691100,1006,-87.626589434925,41.763223622263
18,27,7200 S TROY ST,Chicago,IL,,"7200 S TROY ST, Chicago, IL, nan",Match,Non_Exact,"7200 S TROY ST, CHICAGO, IL, 60629","-87.701613608065,41.76251681622",111819546,R,17,031,661100,3016,-87.701613608065,41.76251681622
19,28,922 N ST LOUIS AVE,Chicago,IL,,"922 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"922 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714024364456,41.897745332292",111759614,L,17,031,231100,1009,-87.714024364456,41.897745332292
20,29,922 N ST LOUIS AVE,Chicago,IL,,"922 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"922 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714024364456,41.897745332292",111759614,L,17,031,231100,1009,-87.714024364456,41.897745332292
21,30,7200 S TROY ST,Chicago,IL,,"7200 S TROY ST, Chicago, IL, nan",Match,Non_Exact,"7200 S TROY ST, CHICAGO, IL, 60629","-87.701613608065,41.76251681622",111819546,R,17,031,661100,3016,-87.701613608065,41.76251681622
22,31,7010 N OZARK AVE,Chicago,IL,,"7010 N OZARK AVE, Chicago, IL, nan",Match,Non_Exact,"7010 N OZARK AVE, CHICAGO, IL, 60631","-87.820123448072,42.007985411654",605263880,L,17,031,090200,4011,-87.820123448072,42.007985411654
23,32,264 W 23RD PL,Chicago,IL,,"264 W 23RD PL, Chicago, IL, nan",Match,Non_Exact,"264 W 23RD PL, CHICAGO, IL, 60616","-87.633821502999,41.850098321658",605497464,R,17,031,841100,2004,-87.633821502999,41.850098321658
24,33,6536 W 64TH ST,Chicago,IL,,"6536 W 64TH ST, Chicago, IL, nan",Match,Non_Exact,"6536 W 64TH ST, CHICAGO, IL, 60638","-87.784556647027,41.775857184547",111810712,R,17,031,640500,1014,-87.784556647027,41.775857184547
25,34,4650 W ADAMS ST,Chicago,IL,,"4650 W ADAMS ST, Chicago, IL, nan",Match,Non_Exact,"4650 W ADAMS ST, CHICAGO, IL, 60644","-87.741655557136,41.878138124374",111765716,R,17,031,252202,1009,-87.741655557136,41.878138124374
26,35,139 E 123RD ST,Chicago,IL,,"139 E 123RD ST, Chicago, IL, nan",Match,Non_Exact,"139 E 123RD ST, CHICAGO, IL, 60628","-87.618959395846,41.670715574714",657171775,R,17,031,530600,2021,-87.618959395846,41.670715574714
27,36,2335 W MONROE ST,Chicago,IL,,"2335 W MONROE ST, Chicago, IL, nan",Match,Non_Exact,"2335 W MONROE ST, CHICAGO, IL, 60612","-87.684720117285,41.879822093362",642123521,L,17,031,280900,1000,-87.684720117285,41.879822093362
28,37,2335 W MONROE ST,Chicago,IL,,"2335 W MONROE ST, Chicago, IL, nan",Match,Non_Exact,"2335 W MONROE ST, CHICAGO, IL, 60612","-87.684720117285,41.879822093362",642123521,L,17,031,280900,1000,-87.684720117285,41.879822093362
29,38,4650 W ADAMS ST,Chicago,IL,,"4650 W ADAMS ST, Chicago, IL, nan",Match,Non_Exact,"4650 W ADAMS ST, CHICAGO, IL, 60644","-87.741655557136,41.878138124374",111765716,R,17,031,252202,1009,-87.741655557136,41.878138124374
30,39,3740 N PLAINFIELD AVE,Chicago,IL,,"3740 N PLAINFIELD AVE, Chicago, IL, nan",Match,Non_Exact,"3740 N PLAINFIELD AVE, CHICAGO, IL, 60634","-87.834154787731,41.947394118975",111746395,L,17,031,170500,4009,-87.834154787731,41.947394118975
31,40,10300 S AVENUE M,Chicago,IL,,"10300 S AVENUE M, Chicago, IL, nan",Match,Non_Exact,"10300 S AVE M, CHICAGO, IL, 60617","-87.53778354215,41.708157874804",111782216,R,17,031,520300,1002,-87.53778354215,41.708157874804
32,42,5505 N NAGLE AVE,Chicago,IL,,"5505 N NAGLE AVE, Chicago, IL, nan",Match,Non_Exact,"5505 N NAGLE AVE, CHICAGO, IL, 60630","-87.787692522606,41.981168820705",111750117,R,17,031,110300,1004,-87.787692522606,41.981168820705
33,43,3104 S CANAL ST,Chicago,IL,,"3104 S CANAL ST, Chicago, IL, nan",Match,Non_Exact,"3104 S CANAL ST, CHICAGO, IL, 60616","-87.637827823196,41.837979008578",605507203,R,17,031,840000,1002,-87.637827823196,41.837979008578
34,45,2729 W WILCOX ST,Chicago,IL,,"2729 W WILCOX ST, Chicago, IL, nan",Match,Non_Exact,"2729 W WILCOX ST, CHICAGO, IL, 60612","-87.694605771416,41.879210362963",111766034,L,17,031,837400,1012,-87.694605771416,41.879210362963
35,46,212 S TROY ST,Chicago,IL,,"212 S TROY ST, Chicago, IL, nan",Match,Non_Exact,"212 S TROY ST, CHICAGO, IL, 60612","-87.704885125875,41.877877851924",605043896,R,17,031,271200,1014,-87.704885125875,41.877877851924
36,47,2433 W CORTEZ ST,Chicago,IL,,"2433 W CORTEZ ST, Chicago, IL, nan",Match,Non_Exact,"2433 W CORTEZ ST, CHICAGO, IL, 60622","-87.688196842,41.900220717984",605058561,L,17,031,242500,1014,-87.688196842,41.900220717984
37,48,5241 N ASHLAND AVE,Chicago,IL,,"5241 N ASHLAND AVE, Chicago, IL, nan",Match,Non_Exact,"5241 N ASHLAND AVE, CHICAGO, IL, 60640","-87.669566531231,41.977312065195",605166713,R,17,031,030900,4001,-87.669566531231,41.977312065195
38,49,3228 S CANAL ST,Chicago,IL,,"3228 S CANAL ST, Chicago, IL, nan",Match,Non_Exact,"3228 S CANAL ST, CHICAGO, IL, 60616","-87.637773737876,41.835791543888",111828706,R,17,031,840000,1015,-87.637773737876,41.835791543888
39,50,3228 S CANAL ST,Chicago,IL,,"3228 S CANAL ST, Chicago, IL, nan",Match,Non_Exact,"3228 S CANAL ST, CHICAGO, IL, 60616","-87.637773737876,41.835791543888",111828706,R,17,031,840000,1015,-87.637773737876,41.835791543888
40,51,6729 N WASHTENAW AVE,Chicago,IL,,"6729 N WASHTENAW AVE, Chicago, IL, nan",Match,Non_Exact,"6729 N WASHTENAW AVE, CHICAGO, IL, 60645","-87.697285843165,42.00376847353",605168969,R,17,031,020602,4012,-87.697285843165,42.00376847353
41,52,1040 N ST LOUIS AVE,Chicago,IL,,"1040 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1040 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714097549967,41.899883350927",111759593,L,17,031,231100,1008,-87.714097549967,41.899883350927
42,54,1041 N ST LOUIS AVE,Chicago,IL,,"1041 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1041 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713943640813,41.899886146556",111759593,R,17,031,836600,2023,-87.713943640813,41.899886146556
43,55,2433 W CORTEZ ST,Chicago,IL,,"2433 W CORTEZ ST, Chicago, IL, nan",Match,Non_Exact,"2433 W CORTEZ ST, CHICAGO, IL, 60622","-87.688196842,41.900220717984",605058561,L,17,031,242500,1014,-87.688196842,41.900220717984
44,56,1641 W FOSTER AVE,Chicago,IL,,"1641 W FOSTER AVE, Chicago, IL, nan",Match,Non_Exact,"1641 W FOSTER AVE, CHICAGO, IL, 60640","-87.670826299652,41.976097865973",605185595,L,17,031,031000,1002,-87.670826299652,41.976097865973
45,57,2103 W FLETCHER ST,Chicago,IL,,"2103 W FLETCHER ST, Chicago, IL, nan",Match,Non_Exact,"2103 W FLETCHER ST, CHICAGO, IL, 60618","-87.680878551601,41.938573557384",111761058,L,17,031,051400,1007,-87.680878551601,41.938573557384
46,58,2103 W FLETCHER ST,Chicago,IL,,"2103 W FLETCHER ST, Chicago, IL, nan",Match,Non_Exact,"2103 W FLETCHER ST, CHICAGO, IL, 60618","-87.680878551601,41.938573557384",111761058,L,17,031,051400,1007,-87.680878551601,41.938573557384
47,59,8714 S JEFFERY BLVD,Chicago,IL,,"8714 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8714 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575780315795,41.736386066585",616793449,R,17,031,480100,2030,-87.575780315795,41.736386066585
48,60,8243 S BUFFALO AVE,Chicago,IL,,"8243 S BUFFALO AVE, Chicago, IL, nan",Match,Non_Exact,"8243 S BUFFALO AVE, CHICAGO, IL, 60617","-87.544201016276,41.745272253465",111781630,L,17,031,460100,1016,-87.544201016276,41.745272253465
49,61,1040 N ST LOUIS AVE,Chicago,IL,,"1040 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1040 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714097549967,41.899883350927",111759593,L,17,031,231100,1008,-87.714097549967,41.899883350927
50,62,5241 N ASHLAND AVE,Chicago,IL,,"5241 N ASHLAND AVE, Chicago, IL, nan",Match,Non_Exact,"5241 N ASHLAND AVE, CHICAGO, IL, 60640","-87.669566531231,41.977312065195",605166713,R,17,031,030900,4001,-87.669566531231,41.977312065195
51,63,3259 S CANAL ST,Chicago,IL,,"3259 S CANAL ST, Chicago, IL, nan",Match,Non_Exact,"3259 S CANAL ST, CHICAGO, IL, 60616","-87.63760696511,41.83526944894",111828706,L,17,031,840000,1013,-87.63760696511,41.83526944894
52,64,212 S TROY ST,Chicago,IL,,"212 S TROY ST, Chicago, IL, nan",Match,Non_Exact,"212 S TROY ST, CHICAGO, IL, 60612","-87.704885125875,41.877877851924",605043896,R,17,031,271200,1014,-87.704885125875,41.877877851924
53,65,6841 S PAULINA ST,Chicago,IL,,"6841 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"6841 S PAULINA ST, CHICAGO, IL, 60636","-87.666296929103,41.769590768999",657092673,L,17,031,671500,3001,-87.666296929103,41.769590768999
54,66,1042 N ST LOUIS AVE,Chicago,IL,,"1042 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1042 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714098689763,41.899918114816",111759593,L,17,031,231100,1008,-87.714098689763,41.899918114816
55,67,10805 S EDBROOKE AVE,Chicago,IL,,"10805 S EDBROOKE AVE, Chicago, IL, nan",Match,Non_Exact,"10805 S EDBROOKE AVE, CHICAGO, IL, 60628","-87.619547911438,41.697973580352",111773733,L,17,031,490901,2004,-87.619547911438,41.697973580352
56,68,10805 S EDBROOKE AVE,Chicago,IL,,"10805 S EDBROOKE AVE, Chicago, IL, nan",Match,Non_Exact,"10805 S EDBROOKE AVE, CHICAGO, IL, 60628","-87.619547911438,41.697973580352",111773733,L,17,031,490901,2004,-87.619547911438,41.697973580352
57,69,1042 N ST LOUIS AVE,Chicago,IL,,"1042 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1042 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714098689763,41.899918114816",111759593,L,17,031,231100,1008,-87.714098689763,41.899918114816
58,70,1041 N ST LOUIS AVE,Chicago,IL,,"1041 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1041 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713943640813,41.899886146556",111759593,R,17,031,836600,2023,-87.713943640813,41.899886146556
59,71,2311 W 18TH PL,Chicago,IL,,"2311 W 18TH PL, Chicago, IL, nan",Match,Non_Exact,"2311 W 18TH PL, CHICAGO, IL, 60608","-87.683630383878,41.856607133228",111801891,L,17,031,841200,2010,-87.683630383878,41.856607133228
60,72,2311 W 18TH PL,Chicago,IL,,"2311 W 18TH PL, Chicago, IL, nan",Match,Non_Exact,"2311 W 18TH PL, CHICAGO, IL, 60608","-87.683630383878,41.856607133228",111801891,L,17,031,841200,2010,-87.683630383878,41.856607133228
61,73,11014 S DRAKE AVE,Chicago,IL,,"11014 S DRAKE AVE, Chicago, IL, nan",Match,Non_Exact,"11014 S DRAKE AVE, CHICAGO, IL, 60655","-87.709508253173,41.693026995932",605316822,R,17,031,740300,3015,-87.709508253173,41.693026995932
62,74,11014 S DRAKE AVE,Chicago,IL,,"11014 S DRAKE AVE, Chicago, IL, nan",Match,Non_Exact,"11014 S DRAKE AVE, CHICAGO, IL, 60655","-87.709508253173,41.693026995932",605316822,R,17,031,740300,3015,-87.709508253173,41.693026995932
63,75,2729 W WILCOX ST,Chicago,IL,,"2729 W WILCOX ST, Chicago, IL, nan",Match,Non_Exact,"2729 W WILCOX ST, CHICAGO, IL, 60612","-87.694605771416,41.879210362963",111766034,L,17,031,837400,1012,-87.694605771416,41.879210362963
64,77,1054 N ST LOUIS AVE,Chicago,IL,,"1054 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1054 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714105528539,41.900126698153",111759593,L,17,031,231100,1008,-87.714105528539,41.900126698153
65,78,1641 W FOSTER AVE,Chicago,IL,,"1641 W FOSTER AVE, Chicago, IL, nan",Match,Non_Exact,"1641 W FOSTER AVE, CHICAGO, IL, 60640","-87.670826299652,41.976097865973",605185595,L,17,031,031000,1002,-87.670826299652,41.976097865973
66,79,8024 S UNION AVE,Chicago,IL,,"8024 S UNION AVE, Chicago, IL, nan",Match,Non_Exact,"8024 S UNION AVE, CHICAGO, IL, 60620","-87.64160681138,41.74821656315",616792957,R,17,031,710900,1004,-87.64160681138,41.74821656315
67,81,3247 S CANAL ST,Chicago,IL,,"3247 S CANAL ST, Chicago, IL, nan",Match,Non_Exact,"3247 S CANAL ST, CHICAGO, IL, 60616","-87.637612163879,41.835479133487",111828706,L,17,031,840000,1013,-87.637612163879,41.835479133487
68,82,8714 S JEFFERY BLVD,Chicago,IL,,"8714 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8714 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575780315795,41.736386066585",616793449,R,17,031,480100,2030,-87.575780315795,41.736386066585
69,83,1054 N ST LOUIS AVE,Chicago,IL,,"1054 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1054 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714105528539,41.900126698153",111759593,L,17,031,231100,1008,-87.714105528539,41.900126698153
70,84,6841 S PAULINA ST,Chicago,IL,,"6841 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"6841 S PAULINA ST, CHICAGO, IL, 60636","-87.666296929103,41.769590768999",657092673,L,17,031,671500,3001,-87.666296929103,41.769590768999
71,85,8024 S UNION AVE,Chicago,IL,,"8024 S UNION AVE, Chicago, IL, nan",Match,Non_Exact,"8024 S UNION AVE, CHICAGO, IL, 60620","-87.64160681138,41.74821656315",616792957,R,17,031,710900,1004,-87.64160681138,41.74821656315
72,86,3247 S CANAL ST,Chicago,IL,,"3247 S CANAL ST, Chicago, IL, nan",Match,Non_Exact,"3247 S CANAL ST, CHICAGO, IL, 60616","-87.637612163879,41.835479133487",111828706,L,17,031,840000,1013,-87.637612163879,41.835479133487
73,88,1941 W WELLINGTON AVE,Chicago,IL,,"1941 W WELLINGTON AVE, Chicago, IL, nan",Match,Non_Exact,"1941 W WELLINGTON AVE, CHICAGO, IL, 60657","-87.676566478541,41.935890153907",605236793,L,17,031,051300,2002,-87.676566478541,41.935890153907
74,89,4950 W GEORGE ST,Chicago,IL,,"4950 W GEORGE ST, Chicago, IL, nan",Match,Non_Exact,"4950 W GEORGE ST, CHICAGO, IL, 60641","-87.750374400617,41.933362117522",111755723,R,17,031,190200,3015,-87.750374400617,41.933362117522
75,90,8752 S COMMERCIAL AVE,Chicago,IL,,"8752 S COMMERCIAL AVE, Chicago, IL, nan",Match,Non_Exact,"8752 S COMMERCIAL AVE, CHICAGO, IL, 60617","-87.551483768515,41.736335216161",616793602,R,17,031,460800,2002,-87.551483768515,41.736335216161
76,91,211 N KOLIN AVE,Chicago,IL,,"211 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"211 N KOLIN AVE, CHICAGO, IL, 60624","-87.73426158996,41.883386732302",605080237,R,17,031,260300,1016,-87.73426158996,41.883386732302
77,92,1030 N ST LOUIS AVE,Chicago,IL,,"1030 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1030 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714091850986,41.899709531479",111759593,L,17,031,231100,1008,-87.714091850986,41.899709531479
78,93,219 N KARLOV AVE,Chicago,IL,,"219 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"219 N KARLOV AVE, CHICAGO, IL, 60624","-87.728125667608,41.883523630082",605080363,R,17,031,260200,1018,-87.728125667608,41.883523630082
79,94,5017 W CULLOM AVE,Chicago,IL,,"5017 W CULLOM AVE, Chicago, IL, nan",Match,Non_Exact,"5017 W CULLOM AVE, CHICAGO, IL, 60641","-87.753557656541,41.958762843784",605155753,L,17,031,150200,5008,-87.753557656541,41.958762843784
80,96,7808 S KENWOOD AVE,Chicago,IL,,"7808 S KENWOOD AVE, Chicago, IL, nan",Match,Non_Exact,"7808 S KENWOOD AVE, CHICAGO, IL, 60619","-87.591950075461,41.753116222266",605552981,R,17,031,834300,2018,-87.591950075461,41.753116222266
81,97,1263 W 74TH ST,Chicago,IL,,"1263 W 74TH ST, Chicago, IL, nan",Match,Non_Exact,"1263 W 74TH ST, CHICAGO, IL, 60636","-87.656118520673,41.759507634547",604997826,L,17,031,671800,1029,-87.656118520673,41.759507634547
82,98,6305 N LAWNDALE AVE,Chicago,IL,,"6305 N LAWNDALE AVE, Chicago, IL, nan",Match,Non_Exact,"6305 N LAWNDALE AVE, CHICAGO, IL, 60659","-87.721407768901,41.995601702641",605173063,R,17,031,130100,1017,-87.721407768901,41.995601702641
83,99,7808 S KENWOOD AVE,Chicago,IL,,"7808 S KENWOOD AVE, Chicago, IL, nan",Match,Non_Exact,"7808 S KENWOOD AVE, CHICAGO, IL, 60619","-87.591950075461,41.753116222266",605552981,R,17,031,834300,2018,-87.591950075461,41.753116222266
84,100,1234 W ELMDALE AVE,Chicago,IL,,"1234 W ELMDALE AVE, Chicago, IL, nan",Match,Non_Exact,"1234 W ELMDALE AVE, CHICAGO, IL, 60660","-87.661767571949,41.990962424551",605179455,R,17,031,030200,2012,-87.661767571949,41.990962424551
85,101,2500 W 38TH ST,Chicago,IL,,"2500 W 38TH ST, Chicago, IL, nan",Match,Non_Exact,"2500 W 38TH ST, CHICAGO, IL, 60632","-87.68743112611,41.824813454425",111804081,R,17,031,580100,2015,-87.68743112611,41.824813454425
86,102,1234 W ELMDALE AVE,Chicago,IL,,"1234 W ELMDALE AVE, Chicago, IL, nan",Match,Non_Exact,"1234 W ELMDALE AVE, CHICAGO, IL, 60660","-87.661767571949,41.990962424551",605179455,R,17,031,030200,2012,-87.661767571949,41.990962424551
87,103,2500 W 38TH ST,Chicago,IL,,"2500 W 38TH ST, Chicago, IL, nan",Match,Non_Exact,"2500 W 38TH ST, CHICAGO, IL, 60632","-87.68743112611,41.824813454425",111804081,R,17,031,580100,2015,-87.68743112611,41.824813454425
88,104,1030 N ST LOUIS AVE,Chicago,IL,,"1030 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1030 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714091850986,41.899709531479",111759593,L,17,031,231100,1008,-87.714091850986,41.899709531479
89,105,219 N KARLOV AVE,Chicago,IL,,"219 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"219 N KARLOV AVE, CHICAGO, IL, 60624","-87.728125667608,41.883523630082",605080363,R,17,031,260200,1018,-87.728125667608,41.883523630082
90,106,8320 S PAULINA ST,Chicago,IL,,"8320 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8320 S PAULINA ST, CHICAGO, IL, 60620","-87.665747743732,41.742629132531",657157342,R,17,031,711200,1007,-87.665747743732,41.742629132531
91,107,8320 S PAULINA ST,Chicago,IL,,"8320 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8320 S PAULINA ST, CHICAGO, IL, 60620","-87.665747743732,41.742629132531",657157342,R,17,031,711200,1007,-87.665747743732,41.742629132531
92,108,8353 S PAULINA ST,Chicago,IL,,"8353 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8353 S PAULINA ST, CHICAGO, IL, 60620","-87.665580463119,41.742076012972",657157342,L,17,031,711200,1008,-87.665580463119,41.742076012972
93,109,8353 S PAULINA ST,Chicago,IL,,"8353 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8353 S PAULINA ST, CHICAGO, IL, 60620","-87.665580463119,41.742076012972",657157342,L,17,031,711200,1008,-87.665580463119,41.742076012972
94,110,10920 S HOYNE AVE,Chicago,IL,,"10920 S HOYNE AVE, Chicago, IL, nan",Match,Non_Exact,"10920 S HOYNE AVE, CHICAGO, IL, 60643","-87.67408860473,41.694814553566",111823246,R,17,031,750200,4002,-87.67408860473,41.694814553566
95,111,10920 S HOYNE AVE,Chicago,IL,,"10920 S HOYNE AVE, Chicago, IL, nan",Match,Non_Exact,"10920 S HOYNE AVE, CHICAGO, IL, 60643","-87.67408860473,41.694814553566",111823246,R,17,031,750200,4002,-87.67408860473,41.694814553566
96,112,2105 W 83RD ST,Chicago,IL,,"2105 W 83RD ST, Chicago, IL, nan",Match,Non_Exact,"2105 W 83RD ST, CHICAGO, IL, 60620","-87.675632014986,41.742852876452",111821062,L,17,031,711200,4013,-87.675632014986,41.742852876452
97,113,2105 W 83RD ST,Chicago,IL,,"2105 W 83RD ST, Chicago, IL, nan",Match,Non_Exact,"2105 W 83RD ST, CHICAGO, IL, 60620","-87.675632014986,41.742852876452",111821062,L,17,031,711200,4013,-87.675632014986,41.742852876452
98,114,8633 S PAULINA ST,Chicago,IL,,"8633 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8633 S PAULINA ST, CHICAGO, IL, 60620","-87.665449985053,41.736966941075",657111951,L,17,031,711200,2007,-87.665449985053,41.736966941075
99,115,1705 N KARLOV AVE,Chicago,IL,,"1705 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"1705 N KARLOV AVE, CHICAGO, IL, 60639","-87.728758341342,41.911811211151",111758754,R,17,031,230500,1001,-87.728758341342,41.911811211151
100,116,7255 S OAKLEY AVE,Chicago,IL,,"7255 S OAKLEY AVE, Chicago, IL, nan",Match,Non_Exact,"7255 S OAKLEY AVE, CHICAGO, IL, 60636","-87.680534282194,41.761706410871",605310126,L,17,031,661000,2013,-87.680534282194,41.761706410871
101,117,1263 W 74TH ST,Chicago,IL,,"1263 W 74TH ST, Chicago, IL, nan",Match,Non_Exact,"1263 W 74TH ST, CHICAGO, IL, 60636","-87.656118520673,41.759507634547",604997826,L,17,031,671800,1029,-87.656118520673,41.759507634547
102,118,1031 N ST LOUIS AVE,Chicago,IL,,"1031 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1031 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713937941833,41.899712327109",111759593,R,17,031,836600,2023,-87.713937941833,41.899712327109
