id,address,city,state,zipcode,geocoded_address,is_match,is_exact,returned_address,coordinates,tiger_line,side,state_fips,county_fips,tract,block,longitude,latitude
68,10805 S EDBROOKE AVE,Chicago,IL,,"10805 S EDBROOKE AVE, Chicago, IL, nan",Match,Non_Exact,"10805 S EDBROOKE AVE, CHICAGO, IL, 60628","-87.619547911438,41.697973580352",111773733,L,17,031,490901,2004,-87.619547911438,41.697973580352
69,1042 N ST LOUIS AVE,Chicago,IL,,"1042 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1042 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714098689763,41.899918114816",111759593,L,17,031,231100,1008,-87.714098689763,41.899918114816
70,1041 N ST LOUIS AVE,Chicago,IL,,"1041 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1041 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713943640813,41.899886146556",111759593,R,17,031,836600,2023,-87.713943640813,41.899886146556
71,2311 W 18TH PL,Chicago,IL,,"2311 W 18TH PL, Chicago, IL, nan",Match,Non_Exact,"2311 W 18TH PL, CHICAGO, IL, 60608","-87.683630383878,41.856607133228",111801891,L,17,031,841200,2010,-87.683630383878,41.856607133228
72,2311 W 18TH PL,Chicago,IL,,"2311 W 18TH PL, Chicago, IL, nan",Match,Non_Exact,"2311 W 18TH PL, CHICAGO, IL, 60608","-87.683630383878,41.856607133228",111801891,L,17,031,841200,2010,-87.683630383878,41.856607133228
73,11014 S DRAKE AVE,Chicago,IL,,"11014 S DRAKE AVE, Chicago, IL, nan",Match,Non_Exact,"11014 S DRAKE AVE, CHICAGO, IL, 60655","-87.709508253173,41.693026995932",605316822,R,17,031,740300,3015,-87.709508253173,41.693026995932
74,11014 S DRAKE AVE,Chicago,IL,,"11014 S DRAKE AVE, Chicago, IL, nan",Match,Non_Exact,"11014 S DRAKE AVE, CHICAGO, IL, 60655","-87.709508253173,41.693026995932",605316822,R,17,031,740300,3015,-87.709508253173,41.693026995932
75,2729 W WILCOX ST,Chicago,IL,,"2729 W WILCOX ST, Chicago, IL, nan",Match,Non_Exact,"2729 W WILCOX ST, CHICAGO, IL, 60612","-87.694605771416,41.879210362963",111766034,L,17,031,837400,1012,-87.694605771416,41.879210362963
77,1054 N ST LOUIS AVE,Chicago,IL,,"1054 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1054 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714105528539,41.900126698153",111759593,L,17,031,231100,1008,-87.714105528539,41.900126698153
78,1641 W FOSTER AVE,Chicago,IL,,"1641 W FOSTER AVE, Chicago, IL, nan",Match,Non_Exact,"1641 W FOSTER AVE, CHICAGO, IL, 60640","-87.670826299652,41.976097865973",605185595,L,17,031,031000,1002,-87.670826299652,41.976097865973
79,8024 S UNION AVE,Chicago,IL,,"8024 S UNION AVE, Chicago, IL, nan",Match,Non_Exact,"8024 S UNION AVE, CHICAGO, IL, 60620","-87.64160681138,41.74821656315",616792957,R,17,031,710900,1004,-87.64160681138,41.74821656315
81,3247 S CANAL ST,Chicago,IL,,"3247 S CANAL ST, Chicago, IL, nan",Match,Non_Exact,"3247 S CANAL ST, CHICAGO, IL, 60616","-87.637612163879,41.835479133487",111828706,L,17,031,840000,1013,-87.637612163879,41.835479133487
82,8714 S JEFFERY BLVD,Chicago,IL,,"8714 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8714 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575780315795,41.736386066585",616793449,R,17,031,480100,2030,-87.575780315795,41.736386066585
83,1054 N ST LOUIS AVE,Chicago,IL,,"1054 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1054 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714105528539,41.900126698153",111759593,L,17,031,231100,1008,-87.714105528539,41.900126698153
84,6841 S PAULINA ST,Chicago,IL,,"6841 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"6841 S PAULINA ST, CHICAGO, IL, 60636","-87.666296929103,41.769590768999",657092673,L,17,031,671500,3001,-87.666296929103,41.769590768999
85,8024 S UNION AVE,Chicago,IL,,"8024 S UNION AVE, Chicago, IL, nan",Match,Non_Exact,"8024 S UNION AVE, CHICAGO, IL, 60620","-87.64160681138,41.74821656315",616792957,R,17,031,710900,1004,-87.64160681138,41.74821656315
86,3247 S CANAL ST,Chicago,IL,,"3247 S CANAL ST, Chicago, IL, nan",Match,Non_Exact,"3247 S CANAL ST, CHICAGO, IL, 60616","-87.637612163879,41.835479133487",111828706,L,17,031,840000,1013,-87.637612163879,41.835479133487
88,1941 W WELLINGTON AVE,Chicago,IL,,"1941 W WELLINGTON AVE, Chicago, IL, nan",Match,Non_Exact,"1941 W WELLINGTON AVE, CHICAGO, IL, 60657","-87.676566478541,41.935890153907",605236793,L,17,031,051300,2002,-87.676566478541,41.935890153907
89,4950 W GEORGE ST,Chicago,IL,,"4950 W GEORGE ST, Chicago, IL, nan",Match,Non_Exact,"4950 W GEORGE ST, CHICAGO, IL, 60641","-87.750374400617,41.933362117522",111755723,R,17,031,190200,3015,-87.750374400617,41.933362117522
90,8752 S COMMERCIAL AVE,Chicago,IL,,"8752 S COMMERCIAL AVE, Chicago, IL, nan",Match,Non_Exact,"8752 S COMMERCIAL AVE, CHICAGO, IL, 60617","-87.551483768515,41.736335216161",616793602,R,17,031,460800,2002,-87.551483768515,41.736335216161
91,211 N KOLIN AVE,Chicago,IL,,"211 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"211 N KOLIN AVE, CHICAGO, IL, 60624","-87.73426158996,41.883386732302",605080237,R,17,031,260300,1016,-87.73426158996,41.883386732302
92,1030 N ST LOUIS AVE,Chicago,IL,,"1030 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1030 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714091850986,41.899709531479",111759593,L,17,031,231100,1008,-87.714091850986,41.899709531479
93,219 N KARLOV AVE,Chicago,IL,,"219 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"219 N KARLOV AVE, CHICAGO, IL, 60624","-87.728125667608,41.883523630082",605080363,R,17,031,260200,1018,-87.728125667608,41.883523630082
94,5017 W CULLOM AVE,Chicago,IL,,"5017 W CULLOM AVE, Chicago, IL, nan",Match,Non_Exact,"5017 W CULLOM AVE, CHICAGO, IL, 60641","-87.753557656541,41.958762843784",605155753,L,17,031,150200,5008,-87.753557656541,41.958762843784
96,7808 S KENWOOD AVE,Chicago,IL,,"7808 S KENWOOD AVE, Chicago, IL, nan",Match,Non_Exact,"7808 S KENWOOD AVE, CHICAGO, IL, 60619","-87.591950075461,41.753116222266",605552981,R,17,031,834300,2018,-87.591950075461,41.753116222266
97,1263 W 74TH ST,Chicago,IL,,"1263 W 74TH ST, Chicago, IL, nan",Match,Non_Exact,"1263 W 74TH ST, CHICAGO, IL, 60636","-87.656118520673,41.759507634547",604997826,L,17,031,671800,1029,-87.656118520673,41.759507634547
98,6305 N LAWNDALE AVE,Chicago,IL,,"6305 N LAWNDALE AVE, Chicago, IL, nan",Match,Non_Exact,"6305 N LAWNDALE AVE, CHICAGO, IL, 60659","-87.721407768901,41.995601702641",605173063,R,17,031,130100,1017,-87.721407768901,41.995601702641
99,7808 S KENWOOD AVE,Chicago,IL,,"7808 S KENWOOD AVE, Chicago, IL, nan",Match,Non_Exact,"7808 S KENWOOD AVE, CHICAGO, IL, 60619","-87.591950075461,41.753116222266",605552981,R,17,031,834300,2018,-87.591950075461,41.753116222266
100,1234 W ELMDALE AVE,Chicago,IL,,"1234 W ELMDALE AVE, Chicago, IL, nan",Match,Non_Exact,"1234 W ELMDALE AVE, CHICAGO, IL, 60660","-87.661767571949,41.990962424551",605179455,R,17,031,030200,2012,-87.661767571949,41.990962424551
101,2500 W 38TH ST,Chicago,IL,,"2500 W 38TH ST, Chicago, IL, nan",Match,Non_Exact,"2500 W 38TH ST, CHICAGO, IL, 60632","-87.68743112611,41.824813454425",111804081,R,17,031,580100,2015,-87.68743112611,41.824813454425
102,1234 W ELMDALE AVE,Chicago,IL,,"1234 W ELMDALE AVE, Chicago, IL, nan",Match,Non_Exact,"1234 W ELMDALE AVE, CHICAGO, IL, 60660","-87.661767571949,41.990962424551",605179455,R,17,031,030200,2012,-87.661767571949,41.990962424551
103,2500 W 38TH ST,Chicago,IL,,"2500 W 38TH ST, Chicago, IL, nan",Match,Non_Exact,"2500 W 38TH ST, CHICAGO, IL, 60632","-87.68743112611,41.824813454425",111804081,R,17,031,580100,2015,-87.68743112611,41.824813454425
104,1030 N ST LOUIS AVE,Chicago,IL,,"1030 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1030 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.714091850986,41.899709531479",111759593,L,17,031,231100,1008,-87.714091850986,41.899709531479
105,219 N KARLOV AVE,Chicago,IL,,"219 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"219 N KARLOV AVE, CHICAGO, IL, 60624","-87.728125667608,41.883523630082",605080363,R,17,031,260200,1018,-87.728125667608,41.883523630082
106,8320 S PAULINA ST,Chicago,IL,,"8320 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8320 S PAULINA ST, CHICAGO, IL, 60620","-87.665747743732,41.742629132531",657157342,R,17,031,711200,1007,-87.665747743732,41.742629132531
107,8320 S PAULINA ST,Chicago,IL,,"8320 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8320 S PAULINA ST, CHICAGO, IL, 60620","-87.665747743732,41.742629132531",657157342,R,17,031,711200,1007,-87.665747743732,41.742629132531
108,8353 S PAULINA ST,Chicago,IL,,"8353 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8353 S PAULINA ST, CHICAGO, IL, 60620","-87.665580463119,41.742076012972",657157342,L,17,031,711200,1008,-87.665580463119,41.742076012972
109,8353 S PAULINA ST,Chicago,IL,,"8353 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8353 S PAULINA ST, CHICAGO, IL, 60620","-87.665580463119,41.742076012972",657157342,L,17,031,711200,1008,-87.665580463119,41.742076012972
110,10920 S HOYNE AVE,Chicago,IL,,"10920 S HOYNE AVE, Chicago, IL, nan",Match,Non_Exact,"10920 S HOYNE AVE, CHICAGO, IL, 60643","-87.67408860473,41.694814553566",111823246,R,17,031,750200,4002,-87.67408860473,41.694814553566
111,10920 S HOYNE AVE,Chicago,IL,,"10920 S HOYNE AVE, Chicago, IL, nan",Match,Non_Exact,"10920 S HOYNE AVE, CHICAGO, IL, 60643","-87.67408860473,41.694814553566",111823246,R,17,031,750200,4002,-87.67408860473,41.694814553566
112,2105 W 83RD ST,Chicago,IL,,"2105 W 83RD ST, Chicago, IL, nan",Match,Non_Exact,"2105 W 83RD ST, CHICAGO, IL, 60620","-87.675632014986,41.742852876452",111821062,L,17,031,711200,4013,-87.675632014986,41.742852876452
113,2105 W 83RD ST,Chicago,IL,,"2105 W 83RD ST, Chicago, IL, nan",Match,Non_Exact,"2105 W 83RD ST, CHICAGO, IL, 60620","-87.675632014986,41.742852876452",111821062,L,17,031,711200,4013,-87.675632014986,41.742852876452
114,8633 S PAULINA ST,Chicago,IL,,"8633 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8633 S PAULINA ST, CHICAGO, IL, 60620","-87.665449985053,41.736966941075",657111951,L,17,031,711200,2007,-87.665449985053,41.736966941075
115,1705 N KARLOV AVE,Chicago,IL,,"1705 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"1705 N KARLOV AVE, CHICAGO, IL, 60639","-87.728758341342,41.911811211151",111758754,R,17,031,230500,1001,-87.728758341342,41.911811211151
116,7255 S OAKLEY AVE,Chicago,IL,,"7255 S OAKLEY AVE, Chicago, IL, nan",Match,Non_Exact,"7255 S OAKLEY AVE, CHICAGO, IL, 60636","-87.680534282194,41.761706410871",605310126,L,17,031,661000,2013,-87.680534282194,41.761706410871
117,1263 W 74TH ST,Chicago,IL,,"1263 W 74TH ST, Chicago, IL, nan",Match,Non_Exact,"1263 W 74TH ST, CHICAGO, IL, 60636","-87.656118520673,41.759507634547",604997826,L,17,031,671800,1029,-87.656118520673,41.759507634547
118,1031 N ST LOUIS AVE,Chicago,IL,,"1031 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1031 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713937941833,41.899712327109",111759593,R,17,031,836600,2023,-87.713937941833,41.899712327109
119,1031 N ST LOUIS AVE,Chicago,IL,,"1031 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"1031 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713937941833,41.899712327109",111759593,R,17,031,836600,2023,-87.713937941833,41.899712327109
